syn1	syn2
14881303-n	13767239-n
14883206-n	09260466-n
14915184-n	09308398-n
14921272-n	01014251-a
14922107-n	13732078-n
14939445-n	14939900-n
14939900-n	14939445-n
14940100-n	14480420-n
14940386-n	02261386-a
14940386-n	14480420-n
14940386-n	14940100-n
14955889-n	01362291-v
14997699-n	04007894-n
15043763-n	11508382-n
15100570-n	07694839-n
15119536-n	00772967-v
15119536-n	01731351-a
15119536-n	02148788-v
15119919-n	00048475-r
15119919-n	00049433-r
15120823-n	01727926-a
15120823-n	15141693-n
15121406-n	06155567-n
15121406-n	06156752-n
15121406-n	06514093-n
15121406-n	15123996-n
15121625-n	01732270-a
15121625-n	01884353-a
15122231-n	00028270-n
15122231-n	07309599-n
15122231-n	15245515-n
15122231-n	15270431-n
15123115-n	15155220-n
15123115-n	15157225-n
15123115-n	15164957-n
15123996-n	06155567-n
15123996-n	06156752-n
15123996-n	06514093-n
15123996-n	15121406-n
15129927-n	00028270-n
15129927-n	07309599-n
15129927-n	15245515-n
15129927-n	15270431-n
15135822-n	00028270-n
15135822-n	15122231-n
15135822-n	15270431-n
15135996-n	15169873-n
15136453-n	15123115-n
15136453-n	15155220-n
15136453-n	15164957-n
15137890-n	02708707-v
15137890-n	15183428-n
15139130-n	02383440-v
15139552-n	02230772-v
15140405-n	05810561-n
15140405-n	13961399-n
15140405-n	13963192-n
15140405-n	15140892-n
15140744-n	05810561-n
15140744-n	13961399-n
15140744-n	13961642-n
15140892-n	15140744-n
15141693-n	01727926-a
15141693-n	15120823-n
15142167-n	13532886-n
15143477-n	07355491-n
15143477-n	11444117-n
15148584-n	15148867-n
15155220-n	15123115-n
15155220-n	15136453-n
15155220-n	15157225-n
15155220-n	15164957-n
15156001-n	00207366-r
15157225-n	15123115-n
15157225-n	15136453-n
15157225-n	15155220-n
15157225-n	15164957-n
15164957-n	15123115-n
15164957-n	15155220-n
15164957-n	15157225-n
15165289-n	06632671-n
15167027-n	00409440-a
15169873-n	15135996-n
15183428-n	15137890-n
15196186-n	15196537-n
15196537-n	15196186-n
15201505-n	15203791-n
15203229-n	08276720-n
15203791-n	08238660-n
15203791-n	15201505-n
15203791-n	15204297-n
15204297-n	15203791-n
15206296-n	15209413-n
15209413-n	15206296-n
15210870-n	02084380-v
15224486-n	06770875-n
15227846-n	15228378-n
15228378-n	15227846-n
15234764-n	06930633-n
15234764-n	15244650-n
15235126-n	02202146-a
15235126-n	15246853-n
15236475-n	15239579-n
15236859-n	00067707-n
15236859-n	02756821-v
15236859-n	09265620-n
15237044-n	04288272-n
15244650-n	15246853-n
15245515-n	00028270-n
15245515-n	07309599-n
15245515-n	15122231-n
15245515-n	15270431-n
15246853-n	15234764-n
15246853-n	15235126-n
15246853-n	15244650-n
15247110-n	15244650-n
15249236-n	15123115-n
15249236-n	15136453-n
15254028-n	04924103-n
15256022-n	02439949-a
15262921-n	15156001-n
15265518-n	00241699-n
15265518-n	07290905-n
15265518-n	08507558-n
15266911-n	02735418-v
15266911-n	05868477-n
15266911-n	05980875-n
15266911-n	08566028-n
15266911-n	10056398-n
15266911-n	14562960-n
15267536-n	00446921-a
15267536-n	00451510-a
15267536-n	01730329-a
15270431-n	00028270-n
15270431-n	00678547-v
15270431-n	07288215-n
15270431-n	07309599-n
15270431-n	15122231-n
15270431-n	15129927-n
15270431-n	15135822-n
15270431-n	15245515-n
15272029-n	02641957-v
15277730-n	07405893-n
15278281-n	13821570-n
15280346-n	15284878-n
15286249-n	00660971-v
15290132-n	15290337-n
15290337-n	13939892-n
